recipe_id,recipe_name,cuisine,category,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent,suitable_diabetes,suitable_hypertension,suitable_heart_disease,suitable_kidney_disease,suitable_acne,calorie_tier,compatible_omnivore,compatible_vegetarian,compatible_vegan,compatible_pescatarian,score_weight_loss,score_weight_gain,score_muscle_gain,score_maintain,cal_match_breakfast,cal_match_lunch,cal_match_dinner,cal_match_snack
RCP01099,Palak Paneer,Indian,Main Course,Very Hot,Lunch,1,0,0,1,3.6,604.0,33.9,39.4,21.7,9.7,7.4,1143.0,70.0,16,46,19,15,0,0,0,0,0,high,1,1,0,1,0.4618,0.66,0.6841,0.7788,0,1,0,0
RCP01100,Aloo Samosa,Pakistani,Appetizers,Hot,Lunch,1,0,0,1,3.9,194.0,11.1,31.4,8.1,5.7,4.4,454.0,11.0,27,16,26,8,1,1,1,0,1,very_low,1,1,0,1,0.6684,0.2137,0.2219,0.3828,1,0,0,1
RCP01101,Meen Curry,Indian,Fish Dishes,Medium,Dinner,1,1,0,1,4.8,333.0,36.5,7.5,18.0,5.8,2.9,360.0,89.0,14,4,12,33,1,1,1,0,1,low,1,1,1,1,0.5415,0.5123,0.5553,0.732,1,1,1,0
RCP01102,Coconut Water,Indian,Beverages,Mild,Breakfast,1,0,0,1,5.0,182.0,2.6,27.7,0.5,0.9,26.2,113.0,19.0,22,38,21,12,0,1,1,1,0,very_low,1,1,0,1,0.624,0.1354,0.13,0.1698,1,0,0,1
RCP01103,Loaded Nachos,Fusion,Street Food,Medium,Lunch,1,1,0,0,4.5,395.0,17.7,43.4,13.7,2.9,4.9,937.0,78.0,14,31,21,28,1,0,0,0,1,medium,1,1,1,1,0.4783,0.3944,0.4027,0.5128,1,1,1,0
RCP01104,Grain Bowl,Western,Modern Fusion,Medium,Dinner,0,0,0,0,4.5,551.0,32.6,39.1,20.9,6.3,8.9,548.0,35.0,21,9,26,13,0,1,0,0,0,high,1,0,0,0,0.4251,0.616,0.6409,0.7162,0,1,1,0
RCP01105,Mango Salsa,Fusion,Appetizers,Hot,Snack,0,0,0,0,3.9,288.0,19.0,35.1,23.5,6.6,9.9,457.0,19.0,27,38,27,11,1,1,0,0,0,low,1,0,0,0,0.547,0.3383,0.3546,0.547,1,0,1,1
RCP01106,Puffed Rice Mix,Bangladeshi,Snacks,Hot,Breakfast,1,0,1,1,4.7,279.0,11.2,13.2,10.1,2.8,5.3,123.0,34.0,4,24,10,20,1,1,1,1,1,low,1,1,0,1,0.5559,0.2677,0.2714,0.368,1,0,1,1
RCP01107,Chicken Fried Rice,Western,Rice Dishes,Very Hot,Lunch,1,1,1,0,4.6,396.0,17.1,55.0,8.2,7.3,1.9,814.0,33.0,20,41,9,33,1,0,0,0,1,medium,1,1,1,1,0.5988,0.39,0.3973,0.6175,1,1,1,0
RCP01108,Matcha Latte,Fusion,Beverages,Mild,Snack,1,0,0,0,3.6,176.0,5.1,32.4,5.3,0.1,11.0,66.0,15.0,27,49,21,5,0,1,1,1,1,very_low,1,1,0,1,0.5822,0.1525,0.1516,0.1708,1,0,0,1
RCP01109,Pakora,Pakistani,Appetizers,Medium,Snack,0,0,0,1,4.5,197.0,6.8,45.6,20.9,3.9,10.3,288.0,43.0,34,12,27,14,0,1,0,1,0,very_low,1,0,0,0,0.5541,0.1798,0.1806,0.2968,1,0,0,1
RCP01110,Daal Makhani,Pakistani,Main Course,Medium,Lunch,1,0,1,1,4.9,463.0,46.1,41.3,21.3,4.8,8.4,867.0,111.0,23,3,9,35,1,0,0,0,0,medium,1,1,0,1,0.4367,0.6735,0.7256,0.8113,0,1,1,0
RCP01111,Qaimaq Chai,Afghan,Beverages,Hot,Snack,1,0,0,1,4.0,74.0,5.3,26.9,0.8,2.0,10.6,169.0,15.0,30,20,30,35,0,1,1,1,1,very_low,1,1,0,1,0.6982,0.0904,0.0953,0.1523,0,0,0,0
RCP01112,Methi Chicken,Indian,Main Course,Medium,Dinner,1,1,0,1,4.5,625.0,32.1,31.1,12.5,7.9,7.3,994.0,117.0,37,6,32,23,0,0,0,0,1,high,1,1,1,1,0.4705,0.6581,0.6781,0.7018,0,1,0,0
RCP01113,Fusion Flatbread,Fusion,Bread,Mild,Breakfast,1,1,0,1,4.1,221.0,10.0,55.1,7.6,3.1,7.1,436.0,13.0,39,34,3,20,1,1,1,1,1,low,1,1,1,1,0.6059,0.2215,0.2263,0.3248,1,0,0,1
RCP01114,Paye,Pakistani,Main Course,Very Hot,Lunch,0,0,0,1,4.1,489.0,35.9,53.4,23.5,6.4,4.4,1024.0,101.0,7,45,12,13,1,0,0,0,0,medium,1,0,0,0,0.4425,0.6048,0.6384,0.793,0,1,1,0
RCP01115,Caesar Salad,Western,Appetizers,Hot,Snack,0,0,0,1,4.7,93.0,8.2,36.3,11.2,5.4,9.8,652.0,44.0,36,48,35,34,1,1,1,0,1,very_low,1,0,0,0,0.6943,0.1265,0.1351,0.279,0,0,0,1
RCP01116,Edamame,Fusion,Snacks,Medium,Snack,1,0,1,1,5.0,187.0,9.5,29.5,14.9,4.4,10.5,380.0,28.0,6,13,34,32,0,1,1,1,1,very_low,1,1,0,1,0.6051,0.196,0.2019,0.3297,1,0,0,1
RCP01117,Begun Bhaja,Bangladeshi,Main Course,Mild,Dinner,1,1,0,1,4.3,578.0,25.2,46.1,25.4,7.2,2.2,811.0,43.0,22,30,20,17,0,0,0,0,0,high,1,1,1,1,0.4026,0.5713,0.5823,0.6467,0,1,1,0
RCP01118,Mexican Rice Bowl,Fusion,Rice Dishes,Mild,Dinner,0,0,0,0,3.7,486.0,30.1,47.8,12.8,5.9,2.7,402.0,65.0,16,38,16,20,1,1,1,0,1,medium,1,0,0,0,0.4982,0.5546,0.5787,0.7245,0,1,1,0
RCP01119,Pasta Bolognese,Western,Main Course,Mild,Dinner,1,0,0,0,4.6,605.0,46.9,37.3,34.7,9.1,6.5,1103.0,89.0,4,44,35,26,0,0,0,0,0,high,1,1,0,1,0.3713,0.769,0.8147,0.8242,0,1,0,0
RCP01120,Paneer Tikka Masala,Indian,Main Course,Medium,Dinner,0,0,1,1,4.3,455.0,43.3,47.9,25.5,8.5,3.2,800.0,60.0,32,41,13,14,1,1,0,0,0,medium,1,0,0,0,0.4895,0.6452,0.693,0.9092,0,1,1,0
RCP01121,Chana Chaat,Pakistani,Snacks,Hot,Breakfast,1,0,0,1,4.3,204.0,7.2,30.5,2.1,3.4,13.1,189.0,27.0,14,50,19,7,0,1,1,1,0,low,1,1,0,1,0.6534,0.1875,0.1886,0.293,1,0,0,1
RCP01122,Moong Dal,Pakistani,Snacks,Very Hot,Snack,1,0,0,1,4.4,83.0,12.1,25.1,13.4,2.2,16.7,297.0,31.0,16,24,18,16,0,1,1,1,0,very_low,1,1,0,1,0.6221,0.1527,0.1684,0.2313,0,0,0,1
RCP01123,Sev Puri,Indian,Street Food,Mild,Lunch,0,0,0,1,4.4,367.0,23.2,30.0,12.1,6.9,9.7,1069.0,45.0,20,45,34,26,1,0,0,0,1,medium,1,0,0,0,0.5819,0.4227,0.4417,0.6492,1,1,1,0
RCP01124,Kung Pao Chicken,Fusion,Main Course,Hot,Lunch,0,0,0,0,3.9,466.0,25.9,54.2,12.2,7.5,3.8,916.0,48.0,4,3,8,12,1,0,0,0,1,medium,1,0,0,0,0.5438,0.5071,0.5253,0.7358,0,1,1,0
RCP01125,Tiramisu,Fusion,Desserts,Very Hot,Snack,1,1,0,0,3.7,105.0,4.1,37.8,15.1,1.3,28.6,264.0,22.0,21,43,30,25,0,1,1,1,0,very_low,1,1,1,1,0.5829,0.0998,0.101,0.1435,0,0,0,1
RCP01126,Hyderabadi Biryani,Indian,Rice Dishes,Hot,Lunch,0,0,0,1,3.7,514.0,26.8,73.1,24.6,4.1,4.1,794.0,44.0,14,3,28,30,0,1,0,0,0,high,1,0,0,0,0.3774,0.5446,0.5617,0.6278,0,1,1,0
RCP01127,Lamb Chops,Pakistani,Main Course,Very Hot,Dinner,0,0,0,1,4.1,369.0,36.0,54.8,24.5,3.2,9.1,508.0,72.0,36,35,32,19,1,1,0,1,0,medium,1,0,0,0,0.4325,0.5306,0.5709,0.686,1,1,1,0
RCP01128,Beef Haleem,Pakistani,Main Course,Very Hot,Dinner,0,0,0,1,4.2,588.0,47.1,53.8,16.0,6.6,2.8,551.0,73.0,32,29,12,17,0,1,1,0,1,high,1,0,0,0,0.442,0.76,0.807,0.773,0,1,1,0
RCP01129,Lemon Soda,Pakistani,Beverages,Medium,Breakfast,1,0,0,1,4.8,69.0,6.9,29.7,1.0,1.8,8.8,93.0,9.0,4,22,17,24,1,1,1,1,1,very_low,1,1,0,1,0.6955,0.1006,0.1084,0.16,0,0,0,0
RCP01130,Thai Fish Cakes,Fusion,Fish Dishes,Very Hot,Dinner,1,0,0,0,3.6,267.0,47.3,20.8,19.1,1.2,1.8,528.0,103.0,15,7,11,22,1,1,0,1,1,low,1,1,0,1,0.4759,0.561,0.6256,0.608,1,0,1,1
RCP01131,Desi Burger,Fusion,Main Course,Very Hot,Dinner,0,0,1,0,3.8,432.0,38.0,26.3,19.1,6.6,7.5,644.0,112.0,8,4,32,40,1,1,0,0,1,medium,1,0,0,0,0.5014,0.5867,0.6269,0.833,0,1,1,0
RCP01132,Borani Banjan,Afghan,Appetizers,Mild,Snack,0,0,0,1,3.5,145.0,12.5,27.2,15.5,3.1,11.5,274.0,49.0,30,42,30,39,0,1,1,1,1,very_low,1,0,0,0,0.5965,0.1948,0.2079,0.2992,0,0,0,1
RCP01133,Tomato Rice,Indian,Rice Dishes,Mild,Dinner,0,0,0,1,4.8,333.0,26.6,53.7,22.9,2.2,4.5,886.0,84.0,31,31,18,31,1,0,0,0,0,low,1,0,0,0,0.4401,0.4298,0.4563,0.543,1,1,1,0
RCP01134,Kabuli Pulao,Pakistani,Rice Dishes,Hot,Dinner,0,0,0,1,4.1,348.0,16.7,61.9,14.7,6.5,6.4,434.0,74.0,29,41,24,27,1,1,1,0,1,low,1,0,0,0,0.5678,0.3567,0.3659,0.5615,1,1,1,0
RCP01135,Bruschetta,Western,Appetizers,Mild,Lunch,0,0,0,1,4.5,330.0,12.4,35.1,11.3,7.1,10.6,632.0,41.0,9,23,24,20,0,1,1,0,1,low,1,0,0,0,0.6092,0.3096,0.3126,0.5215,1,1,1,0
RCP01136,BLT Sandwich,Western,Street Food,Medium,Lunch,1,0,0,1,4.9,454.0,17.6,31.9,8.7,6.6,9.4,422.0,61.0,30,46,16,22,1,1,1,0,1,medium,1,1,0,1,0.5528,0.4304,0.4354,0.6383,0,1,1,0
RCP01137,Fried River Fish,Afghan,Fish Dishes,Medium,Lunch,0,0,1,1,4.3,199.0,39.5,18.3,16.5,5.2,2.1,567.0,120.0,38,45,11,33,1,1,1,0,1,very_low,1,0,0,1,0.6055,0.4535,0.5087,0.6577,1,0,0,1
RCP01138,Greek Salad,Western,Appetizers,Very Hot,Snack,0,0,1,1,4.8,215.0,6.2,42.7,18.1,2.4,3.7,808.0,43.0,30,49,9,34,1,0,0,0,1,low,1,0,0,0,0.5319,0.186,0.1849,0.2653,1,0,0,1
RCP01139,Veg Manchurian,Indian,Indo-Chinese,Very Hot,Lunch,0,0,0,1,3.6,468.0,21.4,53.7,8.0,3.1,14.1,936.0,32.0,28,3,3,29,0,0,0,0,0,medium,1,0,0,0,0.48,0.4708,0.4814,0.5795,0,1,1,0
RCP01140,Kerala Fish Fry,Indian,Fish Dishes,Very Hot,Dinner,0,0,0,1,4.1,255.0,28.5,16.1,16.0,3.3,4.3,721.0,82.0,10,28,22,22,1,1,0,0,1,low,1,0,0,1,0.5425,0.3969,0.4307,0.5375,1,0,1,1
RCP01141,Chicken Chettinad,Indian,Main Course,Medium,Lunch,0,0,0,1,4.9,400.0,46.5,20.3,26.9,4.5,6.6,721.0,83.0,3,33,28,10,1,1,0,0,0,medium,1,0,0,0,0.4286,0.6375,0.6936,0.7792,1,1,1,0
RCP01142,Patishapta,Bangladeshi,Desserts,Hot,Snack,1,0,0,1,3.8,187.0,2.7,50.6,15.9,2.3,24.0,82.0,22.0,10,43,15,26,0,1,1,1,0,very_low,1,1,0,1,0.5571,0.1394,0.1339,0.2092,1,0,0,1
RCP01143,Chomchom,Bangladeshi,Desserts,Hot,Snack,1,1,0,1,4.3,193.0,7.4,50.0,16.7,1.2,34.8,145.0,45.0,32,47,5,25,0,1,1,1,0,very_low,1,1,1,1,0.5273,0.1823,0.1843,0.2327,1,0,0,1
RCP01144,Shola,Afghan,Rice Dishes,Medium,Dinner,0,0,0,1,4.0,561.0,12.6,52.2,5.1,4.0,7.5,779.0,22.0,31,34,14,28,0,1,0,0,1,high,1,0,0,0,0.4689,0.4556,0.4466,0.452,0,1,1,0
RCP01145,Sprouts Chaat,Indian,Snacks,Very Hot,Snack,1,1,0,1,4.2,127.0,13.6,17.3,13.2,5.4,10.3,561.0,11.0,14,28,21,20,0,1,1,0,1,very_low,1,1,1,1,0.6653,0.1927,0.2086,0.3557,0,0,0,1
RCP01146,Chotpoti,Bangladeshi,Appetizers,Very Hot,Snack,1,0,0,1,4.1,208.0,8.1,35.4,6.7,7.4,2.8,823.0,45.0,30,15,5,28,1,0,0,0,1,low,1,1,0,1,0.7038,0.1975,0.1999,0.4047,1,0,0,1
RCP01147,Chicken Kosha,Bangladeshi,Main Course,Mild,Lunch,0,0,0,1,4.4,609.0,32.2,34.2,17.3,8.1,9.8,1074.0,79.0,4,10,22,25,0,0,0,0,1,high,1,0,0,0,0.4537,0.649,0.67,0.7185,0,1,0,0
RCP01148,Goan Fish Curry,Indian,Fish Dishes,Medium,Dinner,1,0,0,1,4.3,326.0,34.5,4.4,19.9,1.8,5.4,649.0,108.0,29,21,4,15,1,1,0,0,1,low,1,1,0,1,0.4536,0.4912,0.5313,0.6073,1,1,1,0
RCP01149,Paneer Tikka,Indian,Appetizers,Medium,Lunch,0,0,1,1,4.9,196.0,21.5,14.6,14.8,2.2,7.3,276.0,72.0,27,4,9,31,1,1,1,1,1,very_low,1,0,0,0,0.5572,0.3017,0.327,0.4007,1,0,0,1
RCP01150,Chilli Chicken,Indian,Indo-Chinese,Mild,Lunch,1,0,1,1,4.9,369.0,10.9,31.2,13.4,6.9,14.7,541.0,64.0,2,40,3,34,0,1,1,0,0,medium,1,1,0,1,0.5731,0.3215,0.3199,0.5275,1,1,1,0
RCP01151,Dabeli,Indian,Street Food,Medium,Lunch,1,0,1,1,4.8,418.0,27.4,53.7,15.5,2.7,6.5,632.0,39.0,34,22,23,27,1,1,1,0,1,medium,1,1,0,1,0.452,0.4896,0.5129,0.6202,0,1,1,0
RCP01152,Bhapa Ilish,Bangladeshi,Fish Dishes,Mild,Lunch,0,0,1,1,4.2,189.0,35.2,21.6,10.8,1.5,1.9,472.0,101.0,30,21,34,29,1,1,1,1,1,very_low,1,0,0,1,0.5707,0.4115,0.46,0.5155,1,0,0,1
RCP01153,Mushroom Risotto,Western,Rice Dishes,Very Hot,Lunch,1,0,0,0,3.9,379.0,18.1,71.9,14.5,7.6,3.3,866.0,82.0,26,23,24,35,1,0,0,0,1,medium,1,1,0,1,0.5755,0.3877,0.3976,0.6237,1,1,1,0
RCP01154,Miso Glazed Chicken,Fusion,Main Course,Medium,Dinner,1,0,0,1,3.7,368.0,52.8,45.9,30.3,6.1,7.8,973.0,64.0,38,4,27,20,1,0,0,0,0,medium,1,1,0,1,0.4562,0.67,0.7383,0.7978,1,1,1,0
RCP01155,Aloo Mutter,Indian,Main Course,Medium,Lunch,0,0,0,1,4.5,380.0,30.6,49.5,25.5,7.3,9.5,1113.0,115.0,4,12,28,27,1,0,0,0,0,medium,1,0,0,0,0.503,0.4925,0.5231,0.7418,1,1,1,0
RCP01156,Besan Ladoo,Indian,Desserts,Mild,Snack,1,0,0,1,3.5,251.0,9.0,55.6,12.4,1.0,41.1,249.0,29.0,39,35,4,36,0,1,1,1,0,low,1,1,0,1,0.5201,0.2319,0.2334,0.2823,1,0,1,1
RCP01157,Kashmiri Chai,Pakistani,Beverages,Medium,Snack,1,1,0,1,4.2,215.0,6.9,5.3,3.4,1.2,20.2,84.0,6.0,12,9,6,27,0,1,1,1,0,low,1,1,1,1,0.5961,0.1919,0.1919,0.2423,1,0,0,1
RCP01158,Lemon Butter Prawns,Fusion,Fish Dishes,Medium,Lunch,0,0,1,0,3.6,400.0,44.1,11.4,11.1,3.6,3.7,830.0,95.0,31,35,18,9,1,0,0,0,1,medium,1,0,0,1,0.5054,0.6175,0.6696,0.7567,1,1,1,0
RCP01159,Ghugni,Bangladeshi,Street Food,Hot,Lunch,0,0,0,1,3.8,405.0,12.6,34.7,18.0,3.0,4.2,539.0,69.0,19,43,26,15,1,1,1,1,1,medium,1,0,0,0,0.4495,0.3581,0.3574,0.471,0,1,1,0
RCP01160,Banana Bread,Western,Desserts,Very Hot,Snack,1,0,0,0,4.3,225.0,6.2,59.2,10.1,1.9,43.5,204.0,28.0,25,25,12,35,0,1,1,1,0,low,1,1,0,1,0.5649,0.1923,0.1906,0.2595,1,0,0,1
RCP01161,Chanachur,Bangladeshi,Snacks,Very Hot,Breakfast,1,0,1,1,4.4,101.0,4.1,19.7,14.3,5.5,4.4,345.0,21.0,7,14,17,35,1,1,1,0,1,very_low,1,1,0,1,0.6737,0.0973,0.0987,0.2458,0,0,0,1
RCP01162,Hara Bhara Kabab,Indian,Appetizers,Hot,Lunch,1,1,0,1,3.7,295.0,20.4,13.3,24.7,7.7,3.3,564.0,43.0,14,49,4,23,1,1,0,0,0,low,1,1,1,1,0.5583,0.3544,0.3726,0.5932,1,0,1,1
RCP01163,Honey Chilli Potato,Fusion,Indo-Chinese,Medium,Lunch,1,1,1,0,4.5,347.0,14.6,51.5,21.3,6.5,10.0,1064.0,51.0,22,24,33,32,1,0,0,0,0,low,1,1,1,1,0.5287,0.3385,0.3443,0.5398,1,1,1,0
RCP01164,Miso Glazed Salmon,Fusion,Fish Dishes,Hot,Dinner,1,0,0,0,4.8,427.0,34.3,18.9,8.4,5.8,2.6,754.0,102.0,39,21,8,23,1,1,0,0,1,medium,1,1,0,1,0.5521,0.5527,0.587,0.7727,0,1,1,0
RCP01165,Sushi Pakora,Fusion,Appetizers,Mild,Lunch,0,0,1,0,3.9,189.0,6.2,18.7,21.0,6.1,2.7,677.0,52.0,38,20,29,9,1,1,0,0,0,very_low,1,0,0,0,0.6015,0.1698,0.17,0.3405,1,0,0,1
RCP01166,Machli Masala,Pakistani,Fish Dishes,Medium,Lunch,0,0,0,1,4.0,430.0,42.6,7.2,4.0,5.1,3.2,671.0,109.0,6,35,23,11,1,1,1,0,1,medium,1,0,0,1,0.563,0.6238,0.6717,0.8142,0,1,1,0
RCP01167,Gajar Halwa,Pakistani,Desserts,Hot,Snack,1,0,1,1,4.2,83.0,9.5,52.8,9.5,3.3,32.8,106.0,60.0,5,48,5,28,0,1,1,1,0,very_low,1,1,0,1,0.6675,0.131,0.1424,0.2328,0,0,0,1
RCP01168,Piyaju,Bangladeshi,Appetizers,Medium,Lunch,1,0,0,1,4.3,397.0,18.3,13.3,11.2,5.4,5.4,684.0,71.0,2,30,20,39,1,1,1,0,1,medium,1,1,0,1,0.5423,0.4006,0.4099,0.5827,1,1,1,0
RCP01169,Bun Kebab,Pakistani,Street Food,Medium,Lunch,1,0,0,1,4.7,500.0,21.6,31.9,27.1,3.4,12.1,1007.0,67.0,40,29,14,6,0,0,0,0,0,high,1,1,0,1,0.3554,0.4925,0.5017,0.5677,0,1,1,0
RCP01170,Taco Chaat,Fusion,Appetizers,Medium,Lunch,1,1,0,0,4.4,238.0,21.9,13.1,17.9,7.1,3.3,579.0,15.0,3,38,3,21,1,1,1,0,1,low,1,1,1,1,0.6156,0.3312,0.355,0.5552,1,0,0,1
RCP01171,Brown Rice Bowl,Western,Rice Dishes,Hot,Dinner,0,0,0,0,4.6,458.0,26.8,75.8,12.3,7.9,5.4,447.0,30.0,5,42,22,28,1,1,1,0,1,medium,1,0,0,0,0.5552,0.5096,0.5297,0.7602,0,1,1,0
RCP01172,Chicken Caesar Wrap,Western,Main Course,Medium,Lunch,0,0,0,1,4.9,563.0,51.5,30.3,23.2,8.6,5.2,508.0,54.0,8,46,8,12,0,1,0,0,0,high,1,0,0,0,0.4513,0.781,0.8367,0.8397,0,1,1,0
RCP01173,Chicken Manchow Soup,Fusion,Indo-Chinese,Hot,Lunch,1,0,0,0,4.5,375.0,17.2,43.5,6.9,6.0,16.5,759.0,22.0,25,37,30,22,0,1,0,0,0,medium,1,1,0,1,0.5911,0.3777,0.3863,0.572,1,1,1,0
RCP01174,Chicken Karahi,Pakistani,Main Course,Hot,Lunch,1,0,0,1,4.3,474.0,51.8,29.5,12.4,7.8,6.0,639.0,103.0,24,30,6,32,1,1,1,0,1,medium,1,1,0,1,0.5446,0.7279,0.7889,0.879,0,1,1,0
RCP01175,Vegetable Pakora,Pakistani,Appetizers,Medium,Lunch,1,0,0,1,4.4,351.0,18.5,30.0,25.0,6.2,8.4,306.0,66.0,11,43,14,27,1,1,0,0,0,medium,1,1,0,1,0.4985,0.3735,0.3856,0.574,1,1,1,0
RCP01176,Veggie Burger,Western,Main Course,Very Hot,Dinner,0,0,0,0,4.9,368.0,36.7,33.0,22.3,3.6,2.8,1087.0,55.0,2,40,5,35,1,0,0,0,0,medium,1,0,0,0,0.4542,0.5358,0.5773,0.7023,1,1,1,0
RCP01177,Nimki,Bangladeshi,Snacks,Medium,Snack,1,0,0,1,4.7,101.0,3.1,18.7,14.7,4.6,7.8,565.0,14.0,28,2,15,32,1,1,1,1,1,very_low,1,1,0,1,0.6533,0.089,0.0887,0.2133,0,0,0,1
RCP01178,Baked Cod,Western,Main Course,Medium,Dinner,1,0,0,0,4.2,521.0,37.2,21.7,22.1,6.3,4.5,618.0,115.0,32,11,29,12,0,1,0,0,0,high,1,1,0,1,0.4329,0.6356,0.6697,0.7822,0,1,1,0
RCP01179,Sushi Roll,Fusion,Fish Dishes,Hot,Lunch,0,0,1,1,4.0,322.0,44.3,17.0,11.0,4.9,2.0,806.0,95.0,31,21,16,34,1,0,0,0,1,low,1,0,0,1,0.571,0.5704,0.627,0.7372,1,1,1,0
RCP01180,Biscuit,Bangladeshi,Snacks,Mild,Breakfast,1,1,1,1,4.9,198.0,9.2,21.9,8.2,5.5,17.2,417.0,7.0,10,28,24,6,0,1,1,0,0,very_low,1,1,1,1,0.6618,0.2004,0.2051,0.3615,1,0,0,1
RCP01181,Aloo Tikki Chaat,Indian,Appetizers,Mild,Lunch,0,0,0,1,3.6,174.0,14.0,30.2,8.2,5.8,8.2,432.0,48.0,21,49,9,32,1,1,1,0,1,very_low,1,0,0,0,0.6798,0.2254,0.2394,0.401,1,0,0,1
RCP01182,Apple Pie,Western,Desserts,Hot,Snack,1,1,0,1,4.1,272.0,6.8,47.3,19.6,3.8,29.4,259.0,30.0,37,24,29,23,0,1,0,1,0,low,1,1,1,1,0.5224,0.2267,0.2234,0.3443,1,0,1,1
RCP01183,Doi Fuchka,Bangladeshi,Street Food,Medium,Lunch,0,0,0,1,4.4,353.0,11.6,34.3,23.6,5.4,11.0,540.0,71.0,16,14,25,10,0,1,0,0,0,medium,1,0,0,0,0.4899,0.3173,0.3177,0.4863,1,1,1,0
RCP01184,Prawn Masala,Indian,Fish Dishes,Mild,Lunch,1,0,0,1,3.7,443.0,33.8,20.1,11.4,3.7,3.1,393.0,99.0,13,39,15,15,1,1,1,1,1,medium,1,1,0,1,0.4841,0.5585,0.5911,0.7258,0,1,1,0
RCP01185,Tzatziki Platter,Fusion,Appetizers,Medium,Snack,1,0,1,1,4.4,228.0,8.4,32.3,8.5,6.7,9.7,449.0,56.0,35,35,25,25,1,1,1,0,1,low,1,1,0,1,0.669,0.2125,0.2143,0.4035,1,0,0,1
RCP01186,Borhani,Bangladeshi,Beverages,Very Hot,Snack,1,0,0,1,3.8,154.0,9.7,6.5,0.6,0.1,19.2,103.0,15.0,10,42,32,33,0,1,1,1,0,very_low,1,1,0,1,0.6214,0.1771,0.185,0.2022,1,0,0,1
RCP01187,Beef Bhuna,Bangladeshi,Main Course,Hot,Lunch,0,0,0,1,3.9,410.0,36.7,52.5,15.5,3.4,8.8,654.0,80.0,32,42,9,30,1,1,1,0,1,medium,1,0,0,0,0.47,0.5621,0.6013,0.7253,0,1,1,0
RCP01188,Herbal Tea,Western,Beverages,Hot,Breakfast,1,0,0,0,3.7,61.0,7.6,18.6,6.6,0.7,12.6,55.0,10.0,12,36,13,15,0,1,1,1,0,very_low,1,1,0,1,0.6439,0.1015,0.1109,0.1342,0,0,0,0
RCP01189,Mujaddara,Fusion,Rice Dishes,Medium,Dinner,0,0,0,0,4.5,312.0,34.6,46.4,18.3,3.8,1.5,808.0,44.0,31,9,9,17,1,0,0,0,1,low,1,0,0,0,0.5102,0.4833,0.5243,0.649,1,1,1,0
RCP01190,Tamarind Rice,Indian,Rice Dishes,Hot,Lunch,0,0,0,1,4.2,532.0,18.2,77.6,7.4,2.5,2.8,575.0,48.0,38,42,21,11,0,1,1,1,1,high,1,0,0,0,0.4396,0.4842,0.486,0.4898,0,1,1,0
RCP01191,Mochi Ice Cream,Fusion,Desserts,Very Hot,Snack,1,0,0,1,4.1,134.0,5.2,64.4,6.3,3.3,33.5,272.0,38.0,12,14,34,34,0,1,1,1,0,very_low,1,1,0,1,0.6612,0.1271,0.1286,0.2238,0,0,0,1
RCP01192,Khichuri,Bangladeshi,Rice Dishes,Medium,Lunch,0,0,0,1,3.7,457.0,19.7,63.5,11.0,3.4,7.1,896.0,58.0,9,37,14,6,1,0,0,0,1,medium,1,0,0,0,0.4735,0.4498,0.4581,0.5773,0,1,1,0
RCP01193,Shrimp Stir Fry,Western,Fish Dishes,Very Hot,Lunch,0,0,0,0,3.8,340.0,41.0,18.0,17.7,1.5,3.7,453.0,58.0,35,17,26,10,1,1,1,1,1,low,1,0,0,1,0.4538,0.5542,0.6043,0.6642,1,1,1,0
RCP01194,Biscuit,Bangladeshi,Snacks,Very Hot,Snack,1,0,0,1,3.6,170.0,8.0,20.1,12.2,2.4,16.8,243.0,11.0,21,46,14,40,0,1,1,1,0,very_low,1,1,0,1,0.5898,0.1729,0.1771,0.2533,1,0,0,1
RCP01195,Kofta,Afghan,Street Food,Mild,Lunch,0,0,0,1,3.7,283.0,14.5,52.1,14.8,4.9,4.1,789.0,62.0,13,29,32,15,1,1,0,0,1,low,1,0,0,0,0.5677,0.2977,0.3067,0.4562,1,0,1,1
RCP01196,Aushak,Afghan,Appetizers,Medium,Lunch,0,0,0,1,4.2,336.0,9.7,31.3,9.4,5.0,5.3,441.0,47.0,15,12,20,20,1,1,1,1,1,low,1,0,0,0,0.5756,0.2908,0.289,0.446,1,1,1,0
RCP01197,Fish and Chips,Western,Fish Dishes,Very Hot,Lunch,0,0,0,0,3.9,264.0,44.1,21.6,8.1,5.8,4.3,672.0,48.0,18,33,5,27,1,1,1,0,1,low,1,0,0,1,0.6354,0.5325,0.5919,0.721,1,0,1,1
RCP01198,Sushi Roll,Fusion,Fish Dishes,Medium,Dinner,0,0,0,0,4.2,406.0,36.9,6.3,7.5,5.1,4.5,405.0,90.0,18,31,13,12,1,1,1,0,1,medium,1,0,0,1,0.554,0.5613,0.601,0.7672,0,1,1,0
RCP01199,Gosh-e-Fil,Afghan,Desserts,Hot,Snack,1,0,0,1,4.0,123.0,5.7,43.6,19.8,1.4,17.6,321.0,53.0,29,48,20,4,0,1,0,1,0,very_low,1,1,0,1,0.5477,0.1244,0.1273,0.174,0,0,0,1
